,id,name,domain,founded_at,state_code,country_code,entity_type,category_code,funding_total_usd,milestones,industry,size range,current employee estimate,num_employees_bucket,page_rank_value
19989,c:42205,Joy Travels,joy-travels.com,1984-12-15,,IND,Company,ecommerce,,1,"leisure, travel & tourism",51 - 200,19,1,5.1912757498727303e-08
19990,c:267778,New Body MD,newbodymd.com,2011-01-01,CA,USA,Company,health,200000,,"health, wellness and fitness",1 - 10,4,1,6.00532948798746e-09
19991,c:267785,Revenew,revenew.com,2006-01-01,IL,USA,Company,advertising,5000000,,computer software,11 - 50,8,1,1.97514734669288e-08
19992,c:267787,DeltaWeb Consulting LLC,deltawebconsulting.com,2013-01-01,IL,USA,Company,consulting,,1,investment management,1 - 10,2,10000,4.694098694381311e-09
19993,c:267795,Allied Consultants,alliedc.com,2010-01-09,CA,USA,Company,software,,,information technology and services,51 - 200,58,1,1.96846146216981e-08
19994,c:267806,SMASHsolar,smashsolar.com,,,,Company,other,,,renewables & environment,1 - 10,3,1,7.11548323009236e-09
19995,c:267819,Comprehensive Care,compcare.com,1969-01-01,FL,USA,Company,biotech,1800000,,"health, wellness and fitness",11 - 50,11,1,1.0394149425545099e-08
19996,c:267826,Jacksons Art,jacksonsart.com,,,,Company,design,,,arts and crafts,11 - 50,12,1,3.24285940926468e-07
19997,c:267832,TheNewsMarket,thenewsmarket.com,2000-01-17,,GBR,Company,news,,,public relations and communications,51 - 200,26,50,1.05392345038869e-06
19998,c:30511,The NewsMarket,thenewsmarket.com,2000-01-01,NY,USA,Company,web,4300000,1,public relations and communications,51 - 200,26,50,1.05392345038869e-06
19999,c:267843,QikServe,qikserve.com,2011-01-01,,GBR,Company,mobile,,,restaurants,51 - 200,31,1,2.8563765595218904e-08
20000,c:267848,Minubo,minubo.com,2013-01-01,,DEU,Company,ecommerce,1286600,1,information technology and services,11 - 50,12,1,1.25246763853524e-07
20001,c:267852,Affinity Systems,affsys.com,,,CAN,Company,software,151525,,information technology and services,11 - 50,7,1,9.00702019988797e-09
20002,c:267858,Appiness Interactive,appinessworld.com,2012-04-01,,IND,Company,consulting,,1,internet,201 - 500,76,50,2.65241331140965e-08
20003,c:267859,Emergent BioSolutions,emergentbiosolutions.com,,MD,USA,Company,biotech,,,biotechnology,1001 - 5000,788,1000,1.3715371318551303e-07
20004,c:267862,Help Now,help-now.com,1999-01-01,PA,USA,Company,software,,,computer networking,1 - 10,2,1,4.53420519151683e-09
20005,c:267864,Cloud Imperium Games,cloudimperiumgames.com,2012-01-01,CA,USA,Company,games_video,20000000,,computer games,201 - 500,203,200,1.51547998513813e-07
20006,c:267873,ATA,ata.net.cn,,,CHN,Company,consulting,,,education management,51 - 200,32,200,1.8615456632186397e-07
20007,c:267883,Appear Here,appearhere.co.uk,2013-02-01,,GBR,Company,real_estate,1515251,1,internet,51 - 200,63,1,2.0339220788497897e-07
20008,c:267886,keecker,keecker.com,2012-09-18,,FRA,Company,hardware,,,consumer electronics,51 - 200,29,50,1.49775311330236e-07
20010,c:267889,Nomad Financial,nomadfinancial.com,2013-08-01,,,Company,finance,,,financial services,11 - 50,25,50,1.06780179776071e-07
20011,c:26789,Directa Plus,directa-plus.com,,,GBR,Company,hardware,4260000,,nanotechnology,11 - 50,14,1,2.5264194157513502e-08
20012,c:267892,Tapadoo,tapadoo.com,2009-04-01,,IRL,Company,software,,1,computer software,11 - 50,6,1,7.08795176785634e-08
20013,c:267899,Novatek,novatek.com,1955-01-01,UT,USA,Company,manufacturing,16500000,,research,51 - 200,33,50,2.9244614129850095e-08
20014,c:26792,Ethertronics,ethertronics.com,,CA,USA,Company,hardware,4000000,1,wireless,51 - 200,87,1,5.5253488743509006e-08
20015,c:26793,Cadec Global,cadec.com,1976-01-01,NH,USA,Company,mobile,4000000,,computer software,11 - 50,6,50,2.2766248556620498e-08
20016,c:267931,Spiders Watch Technologies,spiderswatch.com,2011-05-24,UT,IND,Company,search,,,information technology and services,51 - 200,29,1,1.05188296872298e-08
20017,c:267949,Declara,declara.com,,CA,USA,Company,education,5000000,,computer software,11 - 50,18,50,1.2456655898991999e-07
20018,c:267952,OEM Capital,oemcapital.com,1985-05-31,CT,USA,Company,finance,,1,investment banking,11 - 50,7,1,7.089548375575991e-09
20019,c:267967,Beanstock Media,beanstockmedia.com,2010-01-01,CA,USA,Company,advertising,,1,online media,1 - 10,4,1,2.24398000987854e-08
20020,c:267969,behaview,behaview.com,2013-09-01,CA,USA,Company,analytics,,1,computer software,1 - 10,0,1,4.49069828828075e-09
20021,c:26797,IXIA,ixiacom.com,1997-01-01,CA,USA,Company,network_hosting,,2,computer networking,1001 - 5000,1076,1000,1.08403989942321e-06
20022,c:26799,TerraGo Technologies,terragotech.com,2005-01-01,GA,USA,Company,software,24843426,1,computer software,11 - 50,16,50,1.56799712803522e-07
20023,c:2680,Oracle Corporation,oracle.com,1977-01-01,CA,USA,Company,enterprise,,4,information technology and services,10001+,85090,10000,0.00018194442647862
20024,c:58124,Logical Apps,oracle.com,2000-01-01,CA,USA,Company,software,14000000,1,information technology and services,10001+,85090,10000,0.00018194442647862
20027,c:26802,TeleCommunication Systems,telecomsys.com,,MD,USA,Company,mobile,109550000,2,telecommunications,501 - 1000,428,1000,1.5404944777849e-07
20028,c:268020,Spanx,spanx.com,,,,Company,ecommerce,,,apparel & fashion,201 - 500,227,50,4.98617384879945e-07
20029,c:268025,Ultimate Warehouse (PVT) Ltd,uwhzim.com,2010-10-10,,ZWE,Company,other,,,retail,1 - 10,3,1,4.79273673363598e-09
20030,c:26803,Axis Three,axisthree.com,2002-01-01,MA,USA,Company,biotech,4970000,,medical devices,1 - 10,3,1,8.010263457186771e-09
20031,c:268038,Primento,primento.com,2010-03-06,,BEL,Company,news,,1,publishing,11 - 50,11,1,3.02923454987065e-08
20032,c:26806,ColdSpark,coldspark.com,2001-01-01,CO,USA,Company,software,6500000,1,political organization,11 - 50,8,1,7.648894382973359e-08
20033,c:268062,Reality Sports Online,realitysportsonline.com,2011-12-22,,,Company,games_video,418750,1,internet,1 - 10,4,1,1.33747731823876e-08
20034,c:268067,Aurora Algae,aurorainc.com,2006-01-01,CA,USA,Company,biotech,3718192,,biotechnology,1 - 10,2,50,1.46406547563768e-08
20035,c:6752,Aurora Biofuels,aurorainc.com,2007-01-01,CA,USA,Company,cleantech,98000000,3,biotechnology,1 - 10,2,50,1.46406547563768e-08
20036,c:26807,Crocus Technology,crocus-technology.com,2004-01-01,CA,USA,Company,cleantech,76613550,2,semiconductors,51 - 200,43,1,4.5349461188905304e-08
20037,c:268073,Air plus,airplus.ca,,,,Company,local,,,construction,1 - 10,4,1,1.4343574957543897e-08
20038,c:268080,B Solutions,bsolutions.pk,2010-01-01,,PAK,Company,advertising,,1,information technology and services,1 - 10,1,1,4.56456270760498e-09
20039,c:2681,MoFuse,mofuse.com,2007-09-01,RI,USA,Company,mobile,1825000,2,wireless,1 - 10,3,1,6.25572861480672e-07
20042,c:26814,M2M Solution,m2msolution.com,2004-01-01,,FRA,Company,software,2800000,1,electrical/electronic manufacturing,11 - 50,6,1,1.2603735512594e-08
20043,c:268199,Arpin Van Lines,arpin.com,,RI,USA,Company,transportation,,,transportation/trucking/railroad,51 - 200,91,500,9.310973134540321e-08
20044,c:268221,Thundermark,thundermark.com,2013-10-04,NY,USA,Company,local,,1,venture capital & private equity,1 - 10,2,1,6.30271801916001e-09
20045,c:268223,P(x) advertising agency,pofx.in,2010-01-09,,IND,Company,advertising,,1,marketing and advertising,1 - 10,2,1,8.60818999278831e-09
20047,c:268225,Pattern Energy Group,patternenergy.com,,CA,USA,Company,cleantech,,,renewables & environment,201 - 500,248,200,9.163702138890971e-08
20048,c:268229,Evena Medical,evenamed.com,,CA,USA,Company,hardware,500000,,information technology and services,11 - 50,10,1,3.99977096566856e-08
20049,c:26823,afterBOT,afterbot.com,,GA,USA,Company,software,1718955,,information technology and services,1 - 10,1,1,7.78525266521167e-09
20050,c:268249,CafeX Communications,cafex.com,2013-01-01,NY,USA,Company,software,6699990,,telecommunications,51 - 200,66,50,1.5743427026106e-07
20051,c:268259,GoodLux Technology,gust.com,,MA,USA,Company,other,560000,,internet,51 - 200,54,200,5.56185947347723e-06
20052,c:270528,Green2Go,gust.com,,NV,USA,Company,ecommerce,,,internet,51 - 200,54,200,5.56185947347723e-06
20053,c:271496,Skedastic Systems,gust.com,,NY,USA,Company,manufacturing,,,internet,51 - 200,54,200,5.56185947347723e-06
20054,c:276252,Euclises Pharmaceuticals,gust.com,2011-01-01,MO,USA,Company,biotech,174998,,internet,51 - 200,54,200,5.56185947347723e-06
20055,c:278422,Blue Duck,gust.com,,CA,USA,Company,advertising,,,internet,51 - 200,54,200,5.56185947347723e-06
20056,c:279740,300 Ltd.,gust.com,2012-01-01,,,Company,enterprise,,,internet,51 - 200,54,200,5.56185947347723e-06
20057,c:9838,Gust,gust.com,2004-01-01,NY,USA,Company,finance,,4,internet,51 - 200,54,200,5.56185947347723e-06
20060,c:268265,IDx,eyediagnosis.net,2010-01-01,IA,USA,Company,health,3550000,,medical devices,11 - 50,13,1,5.3959762159957505e-08
20061,c:26827,Continuity Engine,continuity.net,2008-01-01,CT,USA,Company,software,7291458,,computer software,11 - 50,25,1,6.7329027179477e-08
20062,c:268276,pSiFlow Technology,psiflow.com,2009-01-01,ID,USA,Company,software,300000,,information technology and services,1 - 10,0,1,4.75008189637928e-09
20063,c:26828,RapidSwitch,rapidswitch.com,1999-01-01,,GBR,Company,network_hosting,,,internet,1 - 10,4,50,9.81636503525684e-08
20064,c:268288,Evogene,evogene.com,2002-01-01,,ISR,Company,biotech,,1,biotechnology,201 - 500,109,50,3.9148277276088e-08
20065,c:26829,iomart Group,iomart.com,2000-02-28,,GBR,Company,network_hosting,,,internet,201 - 500,136,50,8.96726001951655e-07
20066,c:2683,SlideRocket,sliderocket.com,2006-03-01,,,Company,enterprise,7000000,3,management consulting,1 - 10,2,1,1.0257620490515801e-06
20068,c:26830,Fiduciary360,fi360.com,1999-01-01,PA,USA,Company,software,,,financial services,51 - 200,48,50,2.06190343396685e-07
20070,c:268308,Blackstrap,bsbrand.com,,OR,USA,Company,ecommerce,200000,,sporting goods,1 - 10,4,1,3.96625693737881e-08
20071,c:268322,Tiger Turf Landscape,tigerturflandscape.co.uk,,,GBR,Company,local,,,environmental services,1 - 10,1,1,7.543182940518629e-09
20072,c:268328,centrose,centrosepharma.com,,WI,USA,Company,biotech,2800000,,biotechnology,1 - 10,2,1,9.61548500130741e-09
20073,c:268334,BrizzTV,brizztv.com,2010-07-01,,IND,Company,network_hosting,,,telecommunications,11 - 50,8,1,7.630202690636259e-09
20074,c:268339,Cutanea Life Sciences,cutanealife.com,2005-01-01,PA,USA,Company,biotech,450000,,pharmaceuticals,51 - 200,44,1,5.21827157832244e-09
20075,c:268340,JAR Enterprise Private Limited,jarindia.com,2013-09-01,,,Company,web,,,information technology and services,1 - 10,0,500,4.74149144627618e-09
20076,c:268343,Clairvest Group,clairvest.com,1987-01-01,,CAN,Company,finance,,,venture capital & private equity,11 - 50,25,1,2.2210345112583903e-08
20077,c:268345,HealthEquity,healthequity.com,2002-01-01,UT,USA,Company,health,12500000,,financial services,501 - 1000,405,1000,3.33940806629816e-07
20078,c:26835,Sword,sword-group.com,,NY,USA,Company,software,,1,information technology and services,1001 - 5000,527,1000,1.50020638604348e-07
20079,c:268352,1-800-DOCTORS,1800doctors.com,1984-01-01,NJ,USA,Company,health,1750000,,hospital & health care,11 - 50,7,1,1.06614840176412e-08
20080,c:268365,Rupee Labs,rupeelabs.com,2012-05-13,,,Company,education,,,information technology and services,1 - 10,0,1,4.5640388260939e-09
20081,c:268373,DASPL,daspl.com,2011-01-26,,IND,Company,consulting,,,accounting,11 - 50,5,200,4.92486679185433e-09
20082,c:268378,AFGRI,afgri.co.za,1923-10-02,,ZAF,Company,hospitality,,1,food & beverages,1001 - 5000,368,1000,5.20588615793517e-08
20083,c:268386,SSN Logistics,delhivery.com,,,IND,Company,hospitality,5000000,,logistics and supply chain,5001 - 10000,2372,10000,1.84522922627206e-07
20084,c:26839,Taylor,taylorcorp.com,,MN,USA,Company,public_relations,,,printing,501 - 1000,446,10000,6.5138886006535e-08
20085,c:268390,Ciralight Global,ciralight.com,2009-01-01,CA,USA,Company,local,1772360,,building materials,1 - 10,5,1,1.2238209061061001e-08
20086,c:268394,Charm Communications,charmgroup.cn,,,CHN,Company,advertising,,2,marketing and advertising,1 - 10,3,500,2.0137997415186997e-08
20087,c:268395,Only Natural Pet Store,onlynaturalpet.com,2004-01-01,CO,USA,Company,pets,3500000,,consumer goods,51 - 200,29,50,3.1450640580260703e-07
20088,c:268410,Local Eye Site,localeyesite.com,2007-01-01,NC,USA,Company,public_relations,150000,,staffing and recruiting,11 - 50,6,1,3.32300179177329e-08
20089,c:268415,SellerVantage,sellervantage.com,2004-01-01,FL,USA,Company,software,,1,information technology and services,1 - 10,1,1,1.77680708877801e-08
20090,c:85062,AuctionSound,sellervantage.com,2004-01-01,FL,USA,Company,software,,,information technology and services,1 - 10,1,1,1.77680708877801e-08
20091,c:268417,Lorain County Community College (LCCC),lorainccc.edu,1964-01-01,OH,USA,Company,education,1200000,,higher education,1001 - 5000,754,1000,3.1761585758913197e-07
20092,c:26842,Rockwell Automation,rockwellautomation.com,,WI,USA,Company,hardware,,1,industrial automation,10001+,12217,10000,2.373355281163e-06
20093,c:268421,Wheelies,wheelies.co.uk,,,,Company,sports,,,retail,11 - 50,22,200,9.00695858704442e-08
20094,c:268423,American Kidney Stone Management,aksm.com,1984-01-01,OH,USA,Company,biotech,127380,,hospital & health care,11 - 50,15,200,8.37221393100428e-09
20095,c:268429,Investortools,invtools.com,1983-01-01,IL,USA,Company,software,,1,computer software,51 - 200,39,1,6.66273443927022e-08
20096,c:268433,Londes Digital Marketing,londes.com,,NY,USA,Company,consulting,,,marketing and advertising,1 - 10,2,1,4.07068455074379e-08
20097,c:26844,FundRazr,fundrazr.com,2008-09-18,,CAN,Company,social,296838,2,internet,1 - 10,3,1,1.7849455454107201e-06
20101,c:268442,ChaseFuture,chasefuture.com,2012-09-05,,CHN,Company,education,,,education management,11 - 50,14,1,2.4449085043324703e-08
20102,c:268446,Estify,estify.com,,,,Company,automotive,,,automotive,51 - 200,31,50,1.0074272980539e-08
20103,c:268449,Martin Jetpack,martinjetpack.com,,,NZL,Company,hardware,,1,aviation & aerospace,51 - 200,36,1,3.19592289114945e-07
20104,c:26846,ScheduleOnce,scheduleonce.com,2006-06-01,,,Company,web,,,internet,51 - 200,64,50,4.89958476897163e-06
20106,c:268469,xG Health Solutions,xghealth.com,2013-02-01,MD,USA,Company,medical,,1,hospital & health care,51 - 200,67,50,3.40487396941321e-08
20107,c:26847,Safran,safran-group.com,,,FRA,Company,,,1,aviation & aerospace,10001+,3562,10000,8.208343377815609e-07
20108,c:268476,Givex,givex.com,1999-01-01,,CAN,Company,other,,1,information technology and services,201 - 500,114,200,2.60101756610446e-06
20109,c:268478,imageSurge,imagesurge.com,,MA,USA,Company,real_estate,,,information technology and services,11 - 50,9,1,1.95697646286469e-08
20110,c:26848,Visonic,visonic.com,,,ISR,Company,security,,,security and investigations,201 - 500,133,200,1.8714543479837602e-07
20111,c:268488,LOCK8,lock8.me,2012-07-12,,GBR,Company,hardware,,2,consumer electronics,1 - 10,0,1,3.29134088384531e-08
20112,c:268500,Switchfast Technologies,switchfast.com,2001-01-01,IL,USA,Company,consulting,,,information technology and services,51 - 200,41,50,7.614022469392659e-08
20113,c:268503,Video Parachute,videoparachute.com,,IL,USA,Company,photo_video,,,media production,1 - 10,4,1,7.16980296318102e-09
20114,c:268506,CreativeFeed,creativefeed.net,2006-12-01,NY,USA,Company,advertising,,1,marketing and advertising,11 - 50,16,1,2.4591280947590096e-08
20115,c:26851,Travel Channel,travelchannel.com,1987-02-01,MD,USA,Company,other,,,media production,1 - 10,0,50,5.91204690767462e-06
20116,c:268512,Avitus Group,avitusgroup.com,2000-01-17,IN,USA,Company,local,,,human resources,201 - 500,209,200,5.51001455596396e-08
20117,c:268514,The Wadhwa Group,thewadhwagroup.com,,,IND,Company,real_estate,24000000,,real estate,201 - 500,140,200,4.4385130708312004e-08
20118,c:26852,CCC Information Services,cccis.com,,IL,USA,Company,,,1,computer software,1001 - 5000,874,1000,1.73730384180531e-07
20119,c:268539,Scimetrika,scimetrika.com,2001-01-01,NC,USA,Company,health,40000000,,research,51 - 200,30,50,2.3629522033390896e-08
20120,c:26854,iTradeNetwork,itradenetwork.com,1999-01-01,CA,USA,Company,,,1,computer software,201 - 500,113,50,8.713264438909861e-08
20121,c:29722,Amphire Solutions,itradenetwork.com,1999-01-01,CA,USA,Company,software,,1,computer software,201 - 500,113,50,8.713264438909861e-08
20122,c:268555,Readify,readify.net,2001-01-01,,AUS,Company,software,,,computer software,201 - 500,171,200,1.61846958665165e-07
20123,c:268598,Orient Bell Limited,orientbell.com,1977-01-01,,IND,Company,manufacturing,,1,"glass, ceramics & concrete",201 - 500,127,500,1.91546140298727e-08
20124,c:268612,Jablite,jablite.co.uk,,,,Company,,,,construction,51 - 200,39,50,1.39546794729454e-08
20125,c:26862,Nexterra,nexterra.ca,,,CAN,Company,cleantech,29000000,,renewables & environment,11 - 50,25,50,3.5127744884532e-08
20126,c:268633,SPINX Digital,spinxdigital.com,2004-01-01,,,Company,,,1,information technology and services,51 - 200,29,1,2.02738584820408e-07
20127,c:268639,Integrated Assessment Services,iasiso.com,2008-04-16,,,Company,consulting,,,management consulting,1 - 10,1,50,3.97925300948442e-08
20128,c:268644,EffRx Pharmaceuticals,effrx.com,1998-01-01,,CHE,Company,biotech,7590940,,pharmaceuticals,11 - 50,10,1,1.28357504975033e-08
20129,c:26865,VMukti Solutions Pvt. Ltd.,vmukti.com,2007-10-27,,IND,Company,software,,1,information technology and services,51 - 200,26,1,6.48973275306685e-08
20131,c:268653,Oxford Biotrans,oxfordbiotrans.com,,,,Company,biotech,909151,,biotechnology,11 - 50,7,1,7.94436831415828e-09
20132,c:268657,American Board of Addiction Medicine (ABAM),abam.net,2007-01-01,MD,USA,Company,nonprofit,2000000,,non-profit organization management,11 - 50,10,50,2.00934969033244e-07
20133,c:268669,"Constient Global Solutions pvt Ltd,",constient.com,2012-05-01,,IND,Company,software,,1,information technology and services,51 - 200,40,50,5.37180731330103e-09
20134,c:26867,Neodyne Biosciences,neodynebio.com,,CA,USA,Company,biotech,1000000,,medical devices,11 - 50,12,1,6.5012755774467104e-09
20135,c:26868,NovaSys,novasyshealth.com,,AR,USA,Company,biotech,49500000,,insurance,51 - 200,35,50,1.07268382556086e-08
20136,c:268706,Lloyd Industries,firedamper.com,1981-01-01,PA,USA,Company,manufacturing,,,machinery,1 - 10,5,50,1.8873138203290502e-08
20137,c:268715,Rebiotix,rebiotix.com,2011-01-01,MN,USA,Company,biotech,2780000,,biotechnology,11 - 50,19,1,3.74910209820895e-08
20138,c:268739,Evans Halshaw,evanshalshaw.com,,,GBR,Company,automotive,,,automotive,1001 - 5000,520,1000,1.8292560753107897e-07
20139,c:268746,Frock Advisor,frockadvisor.com,2013-08-26,,IRL,Company,fashion,,1,apparel & fashion,11 - 50,6,1,1.22840433807597e-08
